customer_id,nps_real,nps_previsto,score_risco_insatisfacao,classificacao_prevista,prioridade_acao,sugestao_acao
199,0.0,0.3,0.999,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2369,0.0,0.0,0.999,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1932,0.3,0.4,0.999,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
928,0.0,0.4,0.999,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1949,0.0,0.0,0.999,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
169,3.6,0.8,0.999,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2035,0.2,0.1,0.999,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2244,0.8,0.7,0.999,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
442,1.3,0.6,0.999,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
769,0.0,0.0,0.999,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
114,0.3,0.2,0.999,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
135,2.1,0.7,0.999,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1337,0.3,0.1,0.999,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
37,0.0,0.3,0.999,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
252,3.2,0.6,0.999,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
275,0.0,0.3,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1184,0.0,0.8,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
999,1.2,0.7,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
333,0.0,0.7,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2057,0.8,0.6,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1654,0.0,0.5,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2403,0.8,0.5,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1368,1.5,0.8,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2073,0.6,0.1,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1484,0.0,0.3,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1096,1.9,1.3,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
355,0.6,1.1,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
976,0.0,1.2,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1995,0.0,1.2,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
812,0.0,1.0,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
819,0.0,0.8,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1717,4.9,1.1,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
881,2.5,0.7,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1994,2.8,0.7,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1002,4.2,1.3,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2316,0.3,0.6,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2310,1.8,0.4,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1114,2.6,0.7,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1052,4.0,0.8,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2354,2.0,0.7,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1143,0.0,0.4,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
611,2.1,0.6,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1522,0.0,1.1,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
341,0.0,0.6,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
940,0.0,0.5,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
407,0.9,0.8,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
409,0.0,0.2,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2233,0.0,0.7,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
751,0.9,0.5,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
69,0.0,0.5,0.998,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1350,2.0,1.6,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1013,0.0,0.9,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
278,2.3,1.2,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
49,0.7,1.4,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1529,0.9,1.3,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1552,0.0,1.0,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
315,1.1,1.1,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1869,0.0,1.1,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
157,1.6,1.3,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
978,1.5,1.2,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
370,1.5,1.3,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1189,4.2,1.0,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1206,0.0,0.9,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
493,1.9,1.3,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1497,0.0,0.7,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
483,2.8,0.7,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
72,0.0,1.1,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
651,1.8,1.3,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
716,2.4,1.1,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
475,3.0,1.4,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2214,3.3,1.2,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1343,0.0,0.7,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2409,0.9,1.1,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2046,1.0,0.8,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
140,2.6,0.9,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2047,2.8,1.0,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1744,0.2,1.1,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1213,0.7,1.4,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1269,0.2,1.4,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1933,2.4,1.1,0.997,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1093,0.0,1.5,0.996,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1180,0.8,1.7,0.996,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1559,0.0,1.1,0.996,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1895,0.9,1.4,0.996,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1749,0.0,0.9,0.996,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2000,0.0,1.3,0.996,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1050,3.7,1.6,0.996,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1222,0.0,1.5,0.996,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1482,1.8,1.2,0.996,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1411,0.4,1.4,0.996,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
452,0.0,1.3,0.996,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1612,1.5,1.5,0.996,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
657,0.9,1.4,0.996,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2495,4.6,1.3,0.996,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1330,1.6,1.6,0.996,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1846,2.1,1.6,0.996,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
217,0.0,1.5,0.996,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1789,0.0,1.4,0.996,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1123,3.6,1.5,0.996,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
66,3.9,1.6,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
62,0.0,1.7,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2198,0.7,1.6,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2192,0.0,1.2,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
22,0.0,1.3,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1719,2.5,1.5,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
147,3.1,1.1,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
622,2.1,1.1,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
436,2.5,1.8,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
93,2.7,1.6,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2413,1.7,1.8,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
481,1.5,1.4,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1674,0.0,1.3,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
738,0.7,1.3,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1682,3.3,1.5,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
145,0.4,1.0,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1530,0.7,1.5,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2175,0.3,0.9,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
47,2.3,1.5,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1074,1.0,1.3,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1808,1.1,1.4,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2333,2.0,2.2,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1888,1.3,1.7,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1967,2.3,1.4,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
763,4.8,1.5,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
308,4.1,1.5,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
568,0.0,0.8,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
563,3.2,2.0,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1042,4.2,1.7,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1692,1.0,1.5,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
934,0.0,1.4,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
817,2.8,1.8,0.995,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
68,2.7,1.4,0.994,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
70,0.0,2.0,0.994,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
614,1.3,1.7,0.994,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
448,2.8,1.4,0.994,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
510,4.2,1.8,0.994,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
595,0.2,1.6,0.994,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1514,1.8,1.4,0.994,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1008,0.0,1.2,0.994,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1173,0.2,1.5,0.994,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
878,2.5,1.6,0.994,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1294,0.0,1.4,0.994,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1897,1.5,2.2,0.994,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
346,1.2,1.8,0.994,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1881,1.8,1.6,0.994,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1371,0.0,1.5,0.994,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2030,1.6,1.6,0.994,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2311,0.0,1.3,0.994,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2149,3.3,1.8,0.994,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1839,1.8,1.8,0.994,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
531,0.0,1.3,0.994,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
42,1.8,1.9,0.994,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2178,2.8,1.6,0.994,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
307,1.2,1.8,0.994,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1774,0.0,1.4,0.994,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
458,0.0,1.9,0.993,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
603,2.4,1.7,0.993,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1508,0.1,1.6,0.993,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
6,0.9,1.7,0.993,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
505,0.0,1.4,0.993,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2083,0.0,1.6,0.993,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
443,1.7,1.7,0.993,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
440,3.1,1.7,0.993,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1341,0.0,1.7,0.993,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2251,1.4,2.0,0.993,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1406,0.0,1.3,0.993,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
112,0.3,1.7,0.993,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2034,0.0,1.4,0.993,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2220,0.2,1.8,0.993,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1327,2.7,2.1,0.993,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1308,2.5,1.5,0.993,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
973,1.9,1.9,0.993,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1745,0.0,1.5,0.993,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
188,0.2,1.2,0.993,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1998,2.1,2.3,0.993,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
388,2.6,2.0,0.993,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2008,1.9,2.3,0.993,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1085,1.4,1.8,0.993,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1528,0.0,2.0,0.993,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2487,0.8,1.5,0.992,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1565,2.3,2.3,0.992,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
265,0.6,2.1,0.992,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1092,1.8,1.7,0.992,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
661,6.4,1.3,0.992,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1395,0.0,1.9,0.992,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2238,1.6,1.8,0.992,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2212,3.1,1.7,0.992,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1713,0.0,1.7,0.992,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2302,0.0,1.6,0.992,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1208,1.2,2.0,0.992,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
502,0.0,1.8,0.992,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1319,4.6,2.2,0.992,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1310,4.9,2.1,0.992,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1715,1.4,2.0,0.992,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1668,0.0,1.6,0.991,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
2085,0.9,1.5,0.991,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
1891,0.0,1.7,0.991,Insatisfeito,ALTA,Contato proativo imediato + cupom de desconto + priorizar resolução de pendências
